Product Name,link,ean_value,Price,Image URL,Alt Text
Sabão em Barra Ypê Neutro Original 180g,https://www.supermuffato.com.br/sabao-em-barra-ype-neutro-original-180g-281747/p,7896098905913,3.04,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
Lava-Roupas em Pó Tixan Ypê Antibac 2kg,https://www.supermuffato.com.br/lava-roupas-em-po-tixan-ype-antibac-2kg-278139/p,7896098905005,21.44,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
"Amaciante Concentrado Ypê Inspiração 1,5L",https://www.supermuffato.com.br/amaciante-ype-concentrado-inspiracao-alquimia-15l-267070/p,7896098901830,23.84,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
Amaciante de Roupas Ypê Tradicional Ternura 5L,https://www.supermuffato.com.br/amaciante-de-roupa-ternura-ype-galao-5l-245924/p,7896098905456,23.84,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
"Amaciante de Roupa Diluído Aconchego Ypê Galão Leve 5l Pague 4,5l",https://www.supermuffato.com.br/amaciante-de-roupa-diluido-aconchego-ype-galao-leve-5l-pague-45l-226508/p,7896098905432,21.44,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
Amaciante de Roupas Ypê Tradicional Aconchego 5L,https://www.supermuffato.com.br/amaciante-ype-aconchego-fc-5-l-7931/p,7896098905401,23.84,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
Lava-Roupas Líquido Tixan Ypê Primavera Refil 900ml,https://www.supermuffato.com.br/lava-roupas-liquido-tixan-ype-primavera-refil-900ml-296491/p,7896098904053,11.2,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
Amaciante Concentrado Ypê Delicado Refil 900ml,https://www.supermuffato.com.br/amaciante-concentrado-ype-delicado-refil-900ml-296413/p,7896098903056,12.8,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
Sabonete Líquido Action Ypê Antibacteriano Original Refil 200ml,https://www.supermuffato.com.br/sabonete-liquido-action-ype-antibacteriano-original-refil-200ml-295850/p,7896098908006,6.56,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
"Amaciante Concentrado Ypê Blue 1,5l Grátis 250ml",https://www.supermuffato.com.br/amaciante-concentrado-ype-blue-15l-gratis-250ml-295101/p,7896098902370,18.08,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
"Lava-Roupas em Pó Tixan Ypê Antibac 1,6kg",https://www.supermuffato.com.br/lava-roupas-em-po-tixan-ype-antibac-16kg-292368/p,7896098903971,20.56,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
Lava-Roupas em Pó Tixan Ypê Green 1.6kg,https://www.supermuffato.com.br/lava-roupas-tixan-ype-green-16kg-288428/p,7896098909966,22.24,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
"Lava-Roupas Pó Concentrado Tixan Ypê Maciez Leve 1,6kg Pague 1,52kg",https://www.supermuffato.com.br/lava-roupas-po-concentrado-tixan-ype-maciez-leve-16kg-pague-152kg-283533/p,7896098909904,20.56,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
"Lava-Roupas em Pó Tixan Ypê Primavera Leve 1,6kg Pague 1,52kg",https://www.supermuffato.com.br/lava-roupas-em-po-tixan-ype-primavera-leve-16kg-pague-152kg-283293/p,7896098909959,20.56,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
Lã de Aço Assolan 45g,https://www.supermuffato.com.br/la-de-aco-assolan-45g-283103/p,7896090100101,2.56,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
Lava-Roupas em Pó Tixan Ypê Primavera 800g,https://www.supermuffato.com.br/lava-roupas-tixan-ype-primavera-800g-283074/p,7896098909744,11.52,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
Lava-Roupas em Pó Tixan Ypê Maciez 800g,https://www.supermuffato.com.br/lava-roupas-em-po-tixan-ype-maciez-800g-283073/p,7896098909751,11.52,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
"Lava Roupas Tixan Ypê Primavera 1,6kg",https://www.supermuffato.com.br/lava-roup-tixan-ype-primavera-16kg-283072/p,7896098909768,19.76,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
"Lava Roupas Tixan Ypê Maciez 1,6kg",https://www.supermuffato.com.br/lava-roupas-tixan-ype-maciez-16kg-283071/p,283071,19.76,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_23_12_26_ype_20off.png?v=638391921947400000,ype 20off
Cerveja Amstel Puro Malte Lata 350ml,https://www.supermuffato.com.br/cerveja-amstel-puro-malte-lata-350ml-298470/p,7896045506934,3.0,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Kaiser Pilsen Lata 350ml,https://www.supermuffato.com.br/cerveja-kaiser-pilsen-lata-350ml-13025/p,7896045512317,2.8,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Heineken Zero Álcool Lata 350ml,https://www.supermuffato.com.br/cerv-heineken-lt-350ml-zero-alcool-298466/p,7896045506910,5.0,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Sol Premium Long Neck 330ml,https://www.supermuffato.com.br/cerveja-sol-premium-long-neck-330ml-193159/p,,4.6,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Heineken 473ml,https://www.supermuffato.com.br/cerveja-heineken-473ml-297034/p,7896045506248,6.2,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Amstel Ultra Puro Malte sem Glúten 275ml,https://www.supermuffato.com.br/cerveja-amstel-ultra-puro-malte-sem-gluten-275ml-280544/p,7896045506439,4.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Eisenbahn Pilsen Puro Malte Lata 350ml,https://www.supermuffato.com.br/cerveja-eisenbahn-pilsen-puro-malte-lata-350ml-214568/p,7898367983790,4.6,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Eisenbahn Pilsen Puro Malte Long Neck 355ml,https://www.supermuffato.com.br/cerveja-eisenbahn-pilsen-ln-355ml-92812/p,7898367980010,5.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Eisenbahn Pilsen Unfiltered Lata 350ml,https://www.supermuffato.com.br/cerveja-eisenbahn-unfiltered-350ml-285359/p,7898367984377,4.6,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Heineken Zero Garrafa 330ml,https://www.supermuffato.com.br/cerveja-heineken-zero-garrafa-330ml-264946/p,7896045506040,6.2,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Eisenbahn Pale Ale Puro Malte Lata 350ml,https://www.supermuffato.com.br/cerveja-eisenbahn-pale-ale-puro-malte-350ml-253429/p,7898367984070,5.9,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Baden Baden Puro Malte Cristal 473ml,https://www.supermuffato.com.br/cerveja-baden-baden-puro-malte-cristal-473ml-297356/p,7898230716852,7.2,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Baden Baden IPA Puro Malte Maracujá 473ml,https://www.supermuffato.com.br/cerveja-baden-baden-ipa-473ml-297355/p,7898230716838,7.2,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
"Refrigerante Clash'd Maçã Golden, Hortelã e Capim-Limão 269ml",https://www.supermuffato.com.br/refrigerante-clash-d-maca-golden-hortela-e-capim-limao-269ml-294745/p,7896045506743,4.6,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
"Refrigerante Clash'd Limão Siciliano, Morango e Gengibre 269ml",https://www.supermuffato.com.br/refrigerante-clash-d-limao-siciliano-morango-e-gengibre-269ml-294744/p,7896045506729,4.6,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Refrigerante Clash'd Frutas Vermelhas e Hibisco 269ml,https://www.supermuffato.com.br/refrigerante-clash-d-frutas-vermelhas-e-hibisco-269ml-294743/p,7896045506736,4.6,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Blue Moon Garrafa 355ml,https://www.supermuffato.com.br/cerveja-blue-moon-belgian-white-ale-355ml-287330/p,7896045506514,11.5,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Blue Moon Lata 350ml,https://www.supermuffato.com.br/cerveja-blue-moon-belgian-white-350ml-285648/p,7896045506507,8.5,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Heineken Puro Malte 269ml,https://www.supermuffato.com.br/cerveja-heineken-puro-malte-269ml-285389/p,7896045506590,4.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Eisenbahn Pilsen Puro Malte Unfiltered Garrafa 355ml,https://www.supermuffato.com.br/cerveja-eisenbahn-unfiltered-355ml-285360/p,7898367984346,5.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Baden Baden Peach Garrafa 600ml,https://www.supermuffato.com.br/cerveja-baden-baden-peach-600ml-284912/p,7898230716753,14.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Lagunitas IPA Lata 350ml,https://www.supermuffato.com.br/cerveja-lagunitas-ipa-lata-350ml-284910/p,7896045506682,8.5,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Lagunitas IPA Long Neck 355ml,https://www.supermuffato.com.br/cerveja-lagunitas-ipa-355ml-284118/p,7896045506187,12.9,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Refrigerante Fys Guaraná da Amazônia 350ml,https://www.supermuffato.com.br/refrig-fys-lt-350ml-guarana-283562/p,7896052607044,2.9,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Baden Baden Pilsen Cristal Lata 350ml,https://www.supermuffato.com.br/cerveja-baden-baden-pilsen-cristal-350ml-267155/p,7898230716616,5.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Baden Baden IPA Puro Malte Maracujá Lata 350ml,https://www.supermuffato.com.br/cerveja-baden-baden-witbier-lata-350ml-267146/p,7898230716654,5.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Baden Baden Witbier 350ml,https://www.supermuffato.com.br/cerveja-baden-baden-witbier-lt-350ml-267145/p,7898230716630,5.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Água Tônica com Toque de Limão Siciliano FYs Lata 350ml,https://www.supermuffato.com.br/agua-tonica-fys-lata-350ml-265169/p,7896052607228,2.9,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Amstel Lata 269ml,https://www.supermuffato.com.br/cerveja-amstel-269ml-256132/p,7896045505319,2.8,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Eisenbahn American IPA Puro Malte Long Neck 355ml,https://www.supermuffato.com.br/cerveja-eisenbahn-american-ipa-ln-355ml-236322/p,7898367983813,6.9,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Eisenbahn Pilsen Puro Malte Garrafa 600ml,https://www.supermuffato.com.br/cerveja-eisenbahn-pilsen-puro-malte-600ml-209286/p,7898367983615,8.2,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Baden Baden American IPA Puro Malte Garrafa 600ml,https://www.supermuffato.com.br/cerveja-baden-baden-american-ipa-600ml-200753/p,7898230715558,14.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Baden Baden Witbier Garrafa 600ml,https://www.supermuffato.com.br/cerveja-baden-wit-bier-600ml-188535/p,7898230715213,14.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Cerveja Heineken Garrafa 600ml,https://www.supermuffato.com.br/cerveja-heineken-garrafa-600-ml-120275/p,78905498,11.2,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_heineken_frete.png?v=638394721011900000,heineken
Chocolate Lacta Ao Leite 80g,https://www.supermuffato.com.br/chocolate-lacta-ao-leite-80g-291162/p,7622210673831,5.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_natal_23_12_18_mondelez_20off.jpg?v=638385290640500000,mondelez
Chocolate Lacta Ao Leite 165g,https://www.supermuffato.com.br/choc-lacta-ao-leite-165g-254813/p,7622210709417,8.6,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_natal_23_12_18_mondelez_20off.jpg?v=638385290640500000,mondelez
Chocolate Branco Lacta Laka 80g,https://www.supermuffato.com.br/chocolate-branco-lacta-laka-80g-290898/p,7622210674319,5.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_natal_23_12_18_mondelez_20off.jpg?v=638385290640500000,mondelez
Chocolate Lacta Laka Oreo 165g,https://www.supermuffato.com.br/chocolate-lacta-laka-oreo-165g-276789/p,7622210564986,8.6,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_natal_23_12_18_mondelez_20off.jpg?v=638385290640500000,mondelez
Chocolate Branco Lacta Laka Oreo 80g,https://www.supermuffato.com.br/chocolate-branco-lacta-laka-oreo-80g-290902/p,7622210674357,5.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_natal_23_12_18_mondelez_20off.jpg?v=638385290640500000,mondelez
Chocolate Branco e ao Leite Diamante Negro Laka 80g,https://www.supermuffato.com.br/chocolate-lacta-diamante-negro-laka-80g-290900/p,7622210575630,5.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_natal_23_12_18_mondelez_20off.jpg?v=638385290640500000,mondelez
Chocolate ao leite com amendoim Shot 80g,https://www.supermuffato.com.br/chocolate-lacta-shot-80g-290899/p,7622210674395,5.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_natal_23_12_18_mondelez_20off.jpg?v=638385290640500000,mondelez
Chocolate Lacta Meio Amargo Amaro 40% cacau 80g,https://www.supermuffato.com.br/chocolate-lacta-meio-amargo-amaro-40--cacau-80g-290897/p,7622210674432,5.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_natal_23_12_18_mondelez_20off.jpg?v=638385290640500000,mondelez
Chocolate ao Leite Lacta Oreo 90g,https://www.supermuffato.com.br/chocolate-lacta-oreo-ao-leite-90g-276787/p,7622210567567,5.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_natal_23_12_18_mondelez_20off.jpg?v=638385290640500000,mondelez
Chocolate ao leite com amendoim Shot 165g,https://www.supermuffato.com.br/choc-lacta-shot-165g-254811/p,7622210709523,8.6,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_natal_23_12_18_mondelez_20off.jpg?v=638385290640500000,mondelez
Chocolate Lacta Diamante Negro 80g,https://www.supermuffato.com.br/chocolate-lacta-diamante-negro-80g-290901/p,7622210674050,5.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_natal_23_12_18_mondelez_20off.jpg?v=638385290640500000,mondelez
Chocolate Lacta Diamante Negro 165g,https://www.supermuffato.com.br/chocolate-lacta-diamante-negro-165g-254814/p,7622210709363,8.6,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_natal_23_12_18_mondelez_20off.jpg?v=638385290640500000,mondelez
"Chocolate Lacta Bis Ao Leite 100,8g",https://www.supermuffato.com.br/chocolate-lacta-bis-ao-leite-1008g-296517/p,7622210575975,5.27,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_mondelez_bis.png?v=638394721015830000,bis
"Chocolate Lacta Bis Branco Laka 100,8g",https://www.supermuffato.com.br/chocolate-lacta-bis-branco-laka-1008g-296516/p,7622210575999,5.27,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_mondelez_bis.png?v=638394721015830000,bis
"Chocolate Lacta Bisão Branco 201,6g",https://www.supermuffato.com.br/chocolate-lacta-bisao-branco-2016g-286879/p,7622210572066,8.33,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_mondelez_bis.png?v=638394721015830000,bis
"Chocolate Lacta Bisão ao Leite 201,6g",https://www.supermuffato.com.br/chocolate-lacta-bisao-ao-leite-2016g-286878/p,7622210572080,8.33,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_mondelez_bis.png?v=638394721015830000,bis
"Chocolate Bis Oreo 100,8g",https://www.supermuffato.com.br/chocolate-lacta-bis-oreo-1008g-217108/p,7622300989316,5.27,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_b_24_01_01_mondelez_bis.png?v=638394721015830000,bis
Maionese Hellmann's Tradicional 500g,https://www.supermuffato.com.br/maionese-hellmanns-tradicional-500g-1411/p,7894000050034,8.2,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Sabão em Pó Omo Lavagem Perfeita 2.2kg,https://www.supermuffato.com.br/lava-roupa-omo-po-lavagem-perfeita-22kg-257477/p,7891150069121,38.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Sabonete em Barra Lux Botanicals Buquê de Jasmim 85g,https://www.supermuffato.com.br/sabonete-em-barra-lux-buque-de-jasmim-85-g-240590/p,7891150059849,3.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Sabonete em Barra Lux Botanicals Flor de Verbena 85g,https://www.supermuffato.com.br/sabonete-lux-flor-de-verbena-85g-240583/p,7891150059856,3.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Sabonete em Barra Dove Original 90g 6 unidades,https://www.supermuffato.com.br/sabonete-em-barra-dove-branco-90-gr-6-unidades-213269/p,7891150044616,30.9,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Amaciante Concentrado Comfort Segredos 48 Frasco 500ml,https://www.supermuffato.com.br/amac-comfort-conc-segred-500ml-48-300184/p,7891150091986,13.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Lava-Roupas em Pó Brilhante Cuidado Total 800g,https://www.supermuffato.com.br/lava-roupas-em-po-brilhante-cuidado-total-800g-284318/p,7891150086456,15.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Lava-Roupas em Pó Surf Cuidado do Coco 800g,https://www.supermuffato.com.br/lava-roupas-em-po-surf-cuidado-do-coco-800g-284304/p,7891150086791,12.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
"Lava-Roupas em Pó Brilhante Limpeza Total 1,6kg Grátis 150g",https://www.supermuffato.com.br/lava-roupas-em-po-brilhante-limpeza-total-16kg-gratis-150g-284302/p,7891150086401,26.4,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
"Lava-Roupas em Pó Omo Lavagem Perfeita 1,6kg",https://www.supermuffato.com.br/lava-roupas-em-po-omo-lavagem-perfeita-16kg-273904/p,7891150081147,28.0,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Sabão Líquido Omo Puro Cuidado Para Diluir 500ml,https://www.supermuffato.com.br/lava-roupas-liquido-omo-puro-cuidado-refil-500ml-273132/p,7891150077324,43.8,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Maionese Hellmann's Tradicional 800g,https://www.supermuffato.com.br/maionese-hellmanns-sache-800g-267869/p,7891150078611,14.8,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Sabão Líquido Omo Puro Cuidado 900ml,https://www.supermuffato.com.br/sabao-liquido-omo-puro-cuidado-900-ml-250745/p,7891150064935,15.4,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
"Sabão em Pó Omo Lavagem Perfeita 1,6kg",https://www.supermuffato.com.br/sabao-em-po-omo-lavagem-perfeita-1-6-kg-250730/p,7891150064331,25.7,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Shampoo Anticaspa Clear Men Limpeza Diária 2 em 1 400ml,https://www.supermuffato.com.br/shampoo-clear-limpeza-diaria-leve-400ml-pague-330ml-240602/p,7891150060975,30.8,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Creme Dental Close Up Triple Hortelã 70g,https://www.supermuffato.com.br/creme-dental-close-up-triple-hortela-70-g-225441/p,7891150049888,3.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Desodorante Rexona Feminino Powder Dry 150ml,https://www.supermuffato.com.br/desodorante-antitranspirante-rexona-women-powder-150ml-218167/p,7791293032436,18.0,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Amaciante Concentrado Comfort Brisa Elegante 1 L,https://www.supermuffato.com.br/amaciante-concentrado-comfort-brisa-elegante-1-l-216012/p,7891150045484,19.2,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Ketchup Hellmann's Tradicional 380g,https://www.supermuffato.com.br/katchup-hellmann-s-tradicional-380g-181735/p,7891150027848,13.4,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Amaciante Concentrado Comfort Frescor Intenso 1 L,https://www.supermuffato.com.br/amaciante-concentrado-comfort-frescor-intenso-1-l-181478/p,7891150028944,19.2,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Sabão Líquido Omo Lavagem Perfeita 3L,https://www.supermuffato.com.br/sabao-liquido-omo-multiacao-poder-acelerador-3-l-170130/p,7891150020689,48.4,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Caldo Knorr Carne 57g 6 cubos,https://www.supermuffato.com.br/caldo-knorr-carne-57-g-155518/p,7891150012318,3.5,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
"Chá Lipton Ice Tea Limão Garrafa 1,5L",https://www.supermuffato.com.br/cha-lipton-limao-1500l-3833/p,7891042000201,7.0,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Amaciante Concentrado Fofo Hipoalergenico Amarelo Chamego 500ml,https://www.supermuffato.com.br/amaciante-concentrado-fofo-hipoalergenico-amarelo-chamego-500ml-300192/p,7891150092747,10.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Tempero Caldo Knorr Galinha Zero Sal Leve 6un Pague 5un,https://www.supermuffato.com.br/tempero-caldo-knorr-galinha-zero-sal-leve-6un-pague-5un-295488/p,7891150086333,3.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Sabonete em Barra Dove Erva-Doce 90g,https://www.supermuffato.com.br/sabonete-em-barra-dove-erva-doce-e-camomila-90g-295239/p,7891150088238,5.8,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
Sabonete Dove Manteiga de Karité e Baunilha 135g,https://www.supermuffato.com.br/sabonete-dove-manteiga-de-karite-e-baunilha-135g-284567/p,7891150086159,8.1,https://muffatosupermercados.vteximg.com.br/arquivos/smd_home_slider_a_24_01_01_unilever_frete_.png?v=638394721008630000,unilever frete
